time;e1;e2;e3;e4;e5;e6;e7;e8
13.50001;2.833431;2.572401;2.545296;2.414535;2.878771;2.028495;2.022746;2.020282
13.50101;2.83376;2.574701;2.545625;2.415028;2.879428;2.028824;2.023239;2.020939
13.50201;2.83376;2.575522;2.544475;2.414864;2.878771;2.02866;2.02291;2.020282
13.50301;2.83376;2.57273;2.544968;2.415192;2.879428;2.028824;2.023403;2.020775
13.50401;2.833924;2.57503;2.545296;2.415357;2.879592;2.028824;2.023896;2.021103
13.50501;2.834581;2.576837;2.545296;2.414699;2.879428;2.028331;2.023567;2.020939
13.50601;2.834581;2.577329;2.545296;2.415357;2.879099;2.028331;2.023239;2.020939
13.50701;2.83376;2.572566;2.544639;2.415192;2.879099;2.028331;2.023239;2.020282
13.50801;2.834581;2.575522;2.544968;2.415192;2.878935;2.028331;2.023567;2.020775
13.50901;2.834745;2.577494;2.54546;2.415685;2.879428;2.028495;2.023896;2.02061
13.51001;2.834088;2.5839;2.544968;2.414535;2.878935;2.027838;2.023567;2.020446
13.51101;2.834581;2.571087;2.544803;2.415192;2.879099;2.028167;2.023732;2.02061
13.51201;2.83376;2.572894;2.544475;2.414699;2.878771;2.027838;2.023567;2.02061
13.51301;2.834253;2.574373;2.544639;2.414535;2.878442;2.027674;2.023239;2.020118
13.51401;2.834088;2.57158;2.544639;2.415192;2.878935;2.027838;2.023567;2.02061
13.51501;2.83376;2.572401;2.545132;2.415028;2.878935;2.027838;2.023403;2.020282
13.51601;2.83376;2.574865;2.545296;2.415028;2.879264;2.028003;2.02406;2.02061
13.51701;2.833924;2.576508;2.545625;2.415521;2.879921;2.028167;2.024553;2.021267
13.51801;2.83376;2.570923;2.544968;2.414864;2.879264;2.027838;2.023896;2.02061
13.51901;2.833924;2.573223;2.544968;2.415357;2.879264;2.027674;2.023896;2.020775
13.52001;2.83376;2.575194;2.544475;2.414864;2.878442;2.027181;2.023567;2.020446
13.52101;2.834088;2.576344;2.544639;2.415028;2.878935;2.02751;2.023732;2.020118
13.52201;2.833924;2.569444;2.544639;2.415028;2.879264;2.02751;2.02406;2.02061
13.52301;2.835074;2.57158;2.545296;2.415028;2.878935;2.027674;2.023896;2.020446
13.52401;2.835403;2.573715;2.545132;2.415192;2.879099;2.027674;2.024224;2.020775
13.52501;2.835403;2.574701;2.545132;2.415192;2.879264;2.02751;2.02406;2.020775
13.52601;2.835238;2.571087;2.544475;2.414699;2.878771;2.027181;2.023896;2.020446
13.52701;2.836224;2.57388;2.545625;2.415521;2.879264;2.02751;2.02406;2.020775
13.52801;2.836224;2.575522;2.545132;2.415028;2.878935;2.027674;2.023896;2.020446
13.52901;2.838195;2.576672;2.544475;2.415521;2.879099;2.027674;2.02406;2.020939
13.53001;2.839674;2.570266;2.545296;2.415685;2.879592;2.027838;2.024553;2.021103
13.53101;2.840659;2.571908;2.544639;2.415028;2.879264;2.02751;2.023896;2.02061
13.53201;2.841973;2.574044;2.545132;2.415192;2.879428;2.027838;2.02406;2.020775
13.53301;2.842795;2.574044;2.544311;2.414864;2.878771;2.02751;2.023567;2.020282
13.53401;2.844273;2.570101;2.544803;2.414864;2.878935;2.027674;2.023896;2.020775
13.53501;2.84608;2.572237;2.544639;2.415192;2.879099;2.028003;2.024224;2.020446
13.53601;2.847395;2.574044;2.544803;2.415192;2.878935;2.027838;2.02406;2.020446
13.53701;2.846573;2.572566;2.544475;2.415357;2.879264;2.028003;2.024389;2.020939
13.53801;2.847559;2.572401;2.544146;2.415028;2.878935;2.028167;2.023896;2.020446
13.53901;2.848216;2.574044;2.544311;2.414864;2.878606;2.028003;2.023732;2.020446
13.54001;2.850516;2.576015;2.545132;2.415521;2.879099;2.028495;2.024224;2.02061
13.54101;2.851173;2.568623;2.544639;2.415028;2.879099;2.028331;2.024224;2.020446
13.54201;2.851009;2.571087;2.544968;2.415521;2.879099;2.028988;2.024553;2.020775
13.54301;2.851337;2.573387;2.545625;2.415521;2.879592;2.028824;2.024717;2.021267
13.54401;2.851337;2.574044;2.545132;2.415192;2.879264;2.029153;2.024224;2.02061
13.54501;2.851994;2.567966;2.545789;2.415357;2.879264;2.028988;2.024224;2.020939
13.54601;2.850516;2.57043;2.544639;2.415192;2.878771;2.028824;2.02406;2.020282
13.54701;2.84953;2.572566;2.544968;2.415357;2.878771;2.028824;2.02406;2.02061
13.54801;2.848216;2.57388;2.544639;2.415521;2.879428;2.029153;2.024389;2.020939
13.54901;2.846573;2.567145;2.544803;2.415192;2.878935;2.028824;2.02406;2.02061
13.55001;2.843945;2.569937;2.544639;2.415192;2.879264;2.028988;2.024224;2.020939
13.55101;2.839838;2.57158;2.544146;2.415192;2.878935;2.028824;2.024389;2.020939
13.55201;2.836388;2.571744;2.544311;2.414699;2.878442;2.028495;2.023567;2.020118
13.55301;2.834088;2.567966;2.544311;2.415192;2.879099;2.029153;2.023896;2.020775
13.55401;2.832446;2.570101;2.544639;2.415192;2.878771;2.02866;2.023896;2.020446
13.55501;2.829324;2.572401;2.544968;2.415357;2.879428;2.028988;2.024389;2.020939
13.55601;2.82686;2.572894;2.544803;2.415521;2.879428;2.029153;2.024717;2.020775
13.55701;2.823082;2.567309;2.544639;2.415028;2.878935;2.028331;2.023896;2.02061
13.55801;2.819632;2.569773;2.544311;2.415192;2.879099;2.028824;2.024224;2.02061
13.55901;2.81569;2.571087;2.544968;2.414699;2.878771;2.028167;2.02406;2.020446
13.56001;2.813061;2.573387;2.544803;2.415521;2.878935;2.028331;2.023896;2.020775
13.56101;2.813061;2.569937;2.545132;2.415357;2.879264;2.028495;2.024224;2.020939
13.56201;2.811747;2.57158;2.54546;2.415192;2.878935;2.028495;2.023896;2.02061
13.56301;2.811583;2.573223;2.545296;2.415192;2.879264;2.028495;2.02406;2.020939
13.56401;2.811254;2.567145;2.545132;2.415192;2.878771;2.028003;2.02406;2.020939
13.56501;2.80879;2.568459;2.544311;2.414864;2.878278;2.028003;2.023567;2.02061
13.56601;2.806819;2.571087;2.544803;2.415521;2.879099;2.028331;2.024224;2.020939
13.56701;2.804848;2.572401;2.544475;2.415357;2.878935;2.028331;2.02406;2.020775
13.56801;2.803205;2.565009;2.545132;2.415521;2.878935;2.028495;2.023896;2.021103
13.56901;2.802384;2.567802;2.544968;2.415521;2.879264;2.028824;2.024224;2.021432
13.57001;2.800248;2.569444;2.544311;2.415028;2.878771;2.028495;2.02406;2.021103
13.57101;2.798605;2.570594;2.545132;2.415357;2.878935;2.02866;2.024224;2.021267
13.57201;2.797291;2.567802;2.543653;2.415028;2.878771;2.028331;2.023732;2.020775
13.57301;2.798112;2.570594;2.545625;2.415521;2.879428;2.02866;2.02406;2.021103
13.57401;2.800412;2.573058;2.545132;2.416014;2.879428;2.028824;2.024553;2.021267
13.57501;2.801726;2.573551;2.544803;2.415192;2.879099;2.028495;2.023732;2.020939
13.57601;2.803534;2.567473;2.54546;2.415357;2.879099;2.028495;2.024224;2.020939
13.57701;2.805998;2.569444;2.545132;2.415028;2.878771;2.028167;2.023896;2.020939
13.57801;2.807805;2.571416;2.544475;2.415028;2.878771;2.027838;2.023567;2.02061
13.57901;2.810433;2.572237;2.544803;2.415192;2.879099;2.028495;2.02406;2.021103
13.58001;2.811747;2.566487;2.544803;2.415357;2.879099;2.028331;2.023732;2.021103
13.58101;2.813718;2.568952;2.544475;2.415192;2.879264;2.028331;2.02406;2.021432
13.58201;2.815197;2.570594;2.544803;2.415521;2.879099;2.028331;2.023896;2.021267
13.58301;2.816511;2.571744;2.544146;2.415028;2.878935;2.027838;2.023567;2.021103
13.58401;2.81799;2.567637;2.544475;2.415357;2.878935;2.028167;2.02406;2.021432
13.58501;2.819139;2.569444;2.545132;2.415521;2.879099;2.028331;2.023732;2.020939
13.58601;2.820289;2.571416;2.544968;2.415685;2.879099;2.02866;2.024389;2.021596
13.58701;2.821932;2.56928;2.545625;2.416178;2.879428;2.028988;2.024553;2.021925
13.58801;2.822261;2.569444;2.544639;2.415685;2.879099;2.028003;2.024224;2.021432
13.58901;2.823411;2.571908;2.544803;2.415521;2.878935;2.028331;2.024389;2.02176
13.59001;2.824725;2.572894;2.544803;2.415192;2.878935;2.028003;2.023896;2.021267
13.59101;2.826203;2.562709;2.545132;2.415521;2.878935;2.028003;2.023896;2.021267
13.59201;2.826696;2.564845;2.545296;2.415521;2.879099;2.028331;2.02406;2.021432
13.59301;2.827846;2.566652;2.545132;2.415028;2.878771;2.028495;2.024224;2.021267
13.59401;2.828832;2.568459;2.545296;2.415849;2.879099;2.028495;2.024553;2.021596
13.59501;2.829817;2.56583;2.544803;2.415357;2.879264;2.02866;2.024389;2.021432
13.59601;2.830803;2.567966;2.543982;2.415192;2.878771;2.028167;2.024389;2.021103
13.59701;2.831789;2.570594;2.544968;2.415685;2.879264;2.028495;2.024224;2.021267
13.59801;2.83261;2.57158;2.544639;2.415521;2.878935;2.028331;2.023732;2.021103
13.59901;2.833596;2.563531;2.544803;2.415685;2.878935;2.02866;2.024224;2.021432
13.60001;2.834745;2.566487;2.544803;2.416014;2.879756;2.029153;2.024389;2.021925
13.60101;2.834253;2.567637;2.544639;2.415521;2.878935;2.028495;2.024224;2.021267
13.60201;2.834745;2.568459;2.544311;2.415849;2.879099;2.02866;2.02406;2.021267
13.60301;2.835731;2.566159;2.544311;2.415521;2.878771;2.028331;2.024224;2.021432
13.60401;2.83606;2.568787;2.544146;2.415028;2.878606;2.028003;2.023567;2.020775
13.60501;2.837045;2.570759;2.544639;2.415521;2.879099;2.028495;2.02406;2.021432
13.60601;2.837045;2.570923;2.544311;2.415521;2.879428;2.028331;2.023896;2.021596
13.60701;2.837045;2.565173;2.544803;2.415849;2.879264;2.028167;2.024224;2.021925
13.60801;2.837045;2.567637;2.544475;2.415849;2.879264;2.02866;2.02406;2.021925
13.60901;2.837045;2.568623;2.544146;2.415521;2.878935;2.028331;2.02406;2.02176
13.61001;2.837045;2.567145;2.544475;2.415685;2.879264;2.028003;2.02406;2.021596
13.61101;2.836552;2.565666;2.544311;2.415521;2.878771;2.028003;2.023896;2.021432
13.61201;2.836717;2.56813;2.545296;2.415521;2.879264;2.028331;2.02406;2.021596
13.61301;2.838195;2.570266;2.545296;2.416178;2.879756;2.028824;2.024389;2.022089
13.61401;2.837045;2.563366;2.544639;2.415521;2.879099;2.028495;2.023732;2.021596
13.61501;2.837045;2.565338;2.544803;2.415685;2.879428;2.028824;2.023896;2.021432
13.61601;2.836552;2.566652;2.544311;2.415357;2.878935;2.028495;2.023732;2.021267
13.61701;2.836552;2.568459;2.544311;2.415521;2.878771;2.028988;2.023567;2.021267
13.61801;2.836881;2.562052;2.544968;2.415521;2.878935;2.029317;2.023732;2.021432
13.61901;2.837538;2.564845;2.544311;2.415521;2.878771;2.029481;2.023732;2.021432
13.62001;2.837702;2.566816;2.544803;2.415521;2.879264;2.029974;2.02406;2.021432
13.62101;2.837538;2.567802;2.545132;2.415521;2.879099;2.02981;2.023732;2.021432
13.62201;2.837538;2.562873;2.544146;2.415028;2.878771;2.029645;2.023567;2.021103
13.62301;2.837374;2.56583;2.545296;2.415685;2.879099;2.030138;2.023896;2.02176
13.62401;2.837867;2.567637;2.544803;2.415685;2.878771;2.029974;2.023567;2.021103
13.62501;2.838031;2.568787;2.544968;2.415685;2.879099;2.030467;2.02406;2.02176
13.62601;2.838688;2.562052;2.544968;2.416178;2.879592;2.030631;2.024224;2.021925
13.62701;2.838688;2.564023;2.544475;2.415849;2.879099;2.030138;2.023567;2.021596
13.62801;2.838195;2.565666;2.545296;2.415849;2.879264;2.030467;2.023567;2.021432
13.62901;2.838359;2.565995;2.544639;2.415521;2.878935;2.02981;2.023239;2.021267
13.63001;2.838688;2.563531;2.544803;2.415521;2.878606;2.030138;2.023567;2.021267
13.63101;2.838359;2.565666;2.544475;2.415849;2.879099;2.029974;2.023732;2.021596
13.63201;2.838195;2.56698;2.544311;2.415849;2.878771;2.02981;2.023567;2.021267
13.63301;2.837702;2.570923;2.544803;2.415849;2.879264;2.029974;2.023896;2.021432
13.63401;2.837867;2.561395;2.544475;2.415521;2.879264;2.029481;2.023567;2.021267
13.63501;2.837702;2.563695;2.543653;2.415521;2.878606;2.029153;2.023403;2.02061
13.63601;2.837867;2.565995;2.544475;2.415685;2.879099;2.029645;2.023896;2.021267
13.63701;2.837374;2.560574;2.544311;2.415521;2.878935;2.029153;2.023403;2.021267
13.63801;2.837867;2.561888;2.545296;2.416178;2.879264;2.029317;2.023896;2.021432
13.63901;2.837867;2.564352;2.545296;2.416178;2.879592;2.02981;2.024224;2.021925
13.64001;2.837867;2.565666;2.544968;2.415849;2.879099;2.029153;2.023896;2.021432
13.64101;2.837867;2.560738;2.544639;2.416014;2.879099;2.029153;2.023732;2.021267
13.64201;2.837702;2.562873;2.543982;2.415849;2.878935;2.028495;2.023567;2.021103
13.64301;2.838524;2.565009;2.544968;2.416014;2.879099;2.028824;2.023732;2.021432
13.64401;2.838852;2.566652;2.545296;2.416342;2.879592;2.028988;2.023732;2.021596
13.64501;2.839017;2.560738;2.544311;2.416178;2.878771;2.028495;2.023567;2.021596
13.64601;2.839181;2.563531;2.544311;2.416178;2.879428;2.02866;2.023896;2.021432
13.64701;2.838031;2.565009;2.544311;2.416014;2.878771;2.028167;2.023567;2.021432
13.64801;2.838031;2.56583;2.544639;2.415849;2.878771;2.028003;2.023567;2.02061
13.64901;2.838852;2.559916;2.544639;2.416014;2.879099;2.028495;2.02406;2.021432
13.65001;2.838031;2.561724;2.544475;2.415849;2.878935;2.028331;2.023567;2.021103
13.65101;2.839017;2.564023;2.545132;2.416178;2.879099;2.028003;2.024389;2.021596
13.65201;2.838688;2.565173;2.544968;2.416342;2.879264;2.028167;2.024553;2.021596
13.65301;2.837702;2.562052;2.544639;2.415849;2.878935;2.028003;2.023896;2.021267
13.65401;2.838852;2.564516;2.544475;2.416014;2.878935;2.028167;2.02406;2.021103
13.65501;2.838524;2.56583;2.544475;2.416014;2.878771;2.027838;2.023732;2.020939
13.65601;2.838688;2.566487;2.544803;2.416671;2.879428;2.028003;2.02406;2.021596
13.65701;2.839838;2.560409;2.544803;2.416671;2.879592;2.028003;2.024553;2.02176
13.65801;2.838852;2.562216;2.544968;2.416014;2.879428;2.027674;2.02406;2.021267
13.65901;2.838852;2.564188;2.543818;2.416342;2.879099;2.027838;2.024389;2.021267
13.66001;2.838195;2.560902;2.544146;2.416178;2.878606;2.027346;2.024224;2.020939
13.66101;2.839345;2.560902;2.544475;2.415849;2.878606;2.027017;2.023896;2.020775
13.66201;2.839017;2.563366;2.544475;2.416178;2.879099;2.027181;2.023896;2.021103
13.66301;2.839509;2.56468;2.544475;2.416342;2.878935;2.027346;2.023896;2.021267
13.66401;2.839345;2.558602;2.544639;2.416342;2.879099;2.027346;2.024224;2.021596
13.66501;2.838852;2.560245;2.544475;2.416506;2.879264;2.027181;2.024389;2.021596
13.66601;2.838852;2.561724;2.543982;2.416014;2.878771;2.026853;2.023896;2.020939
13.66701;2.839181;2.563695;2.544968;2.416506;2.878771;2.027346;2.023896;2.021432
13.66801;2.838688;2.558109;2.543818;2.416014;2.878935;2.027181;2.023896;2.021267
13.66901;2.839017;2.560738;2.544475;2.416342;2.879099;2.027181;2.024224;2.021596
13.67001;2.839674;2.562873;2.545296;2.417164;2.879921;2.028167;2.024717;2.021925
13.67101;2.839017;2.563531;2.544311;2.416178;2.879264;2.02751;2.023896;2.021267
13.67201;2.839345;2.559095;2.543982;2.416506;2.879264;2.027674;2.02406;2.021267
13.67301;2.839017;2.561231;2.544803;2.416342;2.878606;2.02751;2.023896;2.021267
13.67401;2.839345;2.563038;2.544968;2.416014;2.878771;2.027674;2.023896;2.021267
13.67501;2.838852;2.564188;2.544639;2.416506;2.878935;2.028003;2.02406;2.021103
13.67601;2.839017;2.557288;2.544311;2.416506;2.878935;2.027838;2.023896;2.020939
13.67701;2.839674;2.560245;2.544803;2.416506;2.879099;2.027838;2.02406;2.021267
13.67801;2.839017;2.561888;2.544311;2.416178;2.878935;2.028003;2.024224;2.021103
13.67901;2.838688;2.562052;2.544475;2.416178;2.878606;2.027674;2.023567;2.021103
13.68001;2.839181;2.559588;2.544311;2.416342;2.878771;2.027838;2.023896;2.021267
13.68101;2.839838;2.561888;2.544639;2.416178;2.878606;2.027674;2.023732;2.020939
13.68201;2.839509;2.563531;2.544475;2.416835;2.879099;2.027838;2.02406;2.02176
13.68301;2.839509;2.562709;2.54546;2.416999;2.879921;2.02866;2.024553;2.021596
13.68401;2.839509;2.558602;2.545132;2.416506;2.878935;2.028003;2.023896;2.021103
13.68501;2.839181;2.561066;2.544968;2.416506;2.878771;2.028167;2.023896;2.021432
13.68601;2.839509;2.562216;2.544311;2.416342;2.878771;2.027674;2.023403;2.021103
13.68701;2.839674;2.558109;2.544968;2.416835;2.878935;2.027838;2.023896;2.021267
13.68801;2.839674;2.560409;2.545625;2.416999;2.879099;2.028003;2.023896;2.021267
13.68901;2.839509;2.562052;2.544639;2.416835;2.878771;2.028167;2.023896;2.021267
13.69001;2.840002;2.563531;2.54546;2.416671;2.879099;2.028167;2.02406;2.021432
13.69101;2.839345;2.556631;2.544639;2.416506;2.879099;2.028003;2.023732;2.020939
13.69201;2.838688;2.558767;2.544475;2.416506;2.878606;2.027674;2.023732;2.020939
13.69301;2.839181;2.561231;2.544311;2.416835;2.879099;2.028003;2.02406;2.021432
13.69401;2.838688;2.561888;2.545132;2.416671;2.879264;2.028003;2.023896;2.021267
13.69501;2.839674;2.556631;2.544968;2.416999;2.879592;2.028003;2.023896;2.021103
13.69601;2.840495;2.559095;2.544968;2.417164;2.879428;2.028495;2.024553;2.021432
13.69701;2.840002;2.560738;2.544639;2.416506;2.878935;2.028167;2.023567;2.021267
13.69801;2.840166;2.561724;2.544968;2.416835;2.879264;2.028167;2.023896;2.021267
13.69901;2.839345;2.55581;2.544639;2.416506;2.878935;2.027838;2.023567;2.020775
13.70001;2.839838;2.558767;2.544639;2.416835;2.879099;2.028495;2.023896;2.021267
13.70101;2.840495;2.561231;2.544968;2.417164;2.879264;2.028495;2.023896;2.021267
13.70201;2.840166;2.561066;2.544639;2.417164;2.879428;2.028495;2.023896;2.020775
13.70301;2.841152;2.558438;2.544803;2.416999;2.878771;2.028824;2.02406;2.021432
13.70401;2.840331;2.560081;2.544968;2.416671;2.878771;2.028988;2.023567;2.021267
13.70501;2.839345;2.561559;2.544475;2.416835;2.878442;2.028495;2.023403;2.020939
13.70601;2.840331;2.56928;2.544803;2.417164;2.879264;2.029481;2.023732;2.021267
13.70701;2.840495;2.556302;2.544968;2.416835;2.879099;2.029481;2.023567;2.021103
13.70801;2.840659;2.559095;2.544968;2.417328;2.879428;2.029974;2.02406;2.021432
13.70901;2.840824;2.561231;2.54546;2.417656;2.879592;2.030631;2.02406;2.021432
13.71001;2.840331;2.557124;2.544968;2.416999;2.878935;2.030302;2.023567;2.021103
13.71101;2.840495;2.558438;2.544639;2.417328;2.879264;2.030467;2.023732;2.021267
13.71201;2.840166;2.560245;2.544311;2.416835;2.878771;2.030138;2.023239;2.020939
13.71301;2.840824;2.561888;2.544475;2.417164;2.878935;2.030467;2.023567;2.020939
13.71401;2.840988;2.554167;2.544803;2.417328;2.879264;2.031124;2.023732;2.021267
13.71501;2.840988;2.555974;2.544475;2.416835;2.879264;2.030631;2.023239;2.020939
13.71601;2.840495;2.558438;2.544311;2.416999;2.879099;2.030795;2.023567;2.021267
13.71701;2.840002;2.559424;2.544146;2.416999;2.878935;2.030795;2.023239;2.021103
13.71801;2.839674;2.556138;2.544639;2.416506;2.878606;2.030138;2.02291;2.020775
13.71901;2.840659;2.558931;2.544803;2.417164;2.878771;2.03096;2.023239;2.021103
13.72001;2.840331;2.560738;2.544311;2.417164;2.878771;2.030467;2.023239;2.020939
13.72101;2.840659;2.562052;2.545132;2.417164;2.879428;2.030467;2.023732;2.021267
13.72201;2.840988;2.555317;2.544968;2.417656;2.879428;2.03096;2.02406;2.021432
13.72301;2.840824;2.557288;2.544968;2.417164;2.878935;2.030302;2.023567;2.020939
13.72401;2.841316;2.559424;2.545296;2.417164;2.879099;2.030467;2.023567;2.021267
13.72501;2.840659;2.560081;2.544803;2.417164;2.879099;2.030138;2.023239;2.021103
13.72601;2.841152;2.55581;2.544968;2.417328;2.878935;2.030138;2.023239;2.020939
13.72701;2.841645;2.558438;2.544311;2.417492;2.878935;2.030302;2.023567;2.021267
13.72801;2.840824;2.560081;2.544475;2.417328;2.878935;2.02981;2.023239;2.020939
13.72901;2.841481;2.560738;2.544475;2.417492;2.879099;2.030138;2.023567;2.021267
13.73001;2.841481;2.55581;2.544311;2.416999;2.878935;2.029645;2.023567;2.021103
13.73101;2.840495;2.557945;2.543653;2.416835;2.878442;2.029481;2.023239;2.020939
13.73201;2.841645;2.560081;2.544803;2.417492;2.879099;2.030138;2.023403;2.021103
13.73301;2.840331;2.55581;2.544146;2.417328;2.879099;2.029645;2.023074;2.020939
13.73401;2.840659;2.554167;2.545132;2.417492;2.878771;2.02981;2.023896;2.021267
13.73501;2.841316;2.557124;2.54546;2.417656;2.879592;2.029974;2.024224;2.021596
13.73601;2.840659;2.558109;2.54546;2.417492;2.879099;2.029481;2.023403;2.02061
13.73701;2.840495;2.554003;2.545132;2.417328;2.879264;2.029317;2.023567;2.020939
13.73801;2.840495;2.555645;2.544311;2.417164;2.878771;2.029153;2.023239;2.02061
13.73901;2.841152;2.557945;2.544803;2.417328;2.878935;2.029153;2.023074;2.021103
13.74001;2.841152;2.559752;2.544475;2.417656;2.879264;2.029153;2.023732;2.021103
13.74101;2.841152;2.555481;2.544968;2.417492;2.878935;2.028824;2.023403;2.020775
13.74201;2.841152;2.557617;2.544803;2.417656;2.879592;2.029153;2.023567;2.021103
13.74301;2.841152;2.559588;2.544311;2.417328;2.878935;2.029153;2.023403;2.020939
13.74401;2.841316;2.560409;2.544311;2.417164;2.878606;2.028988;2.022746;2.020446
13.74501;2.841152;2.557124;2.544639;2.417821;2.878606;2.029481;2.023403;2.021103
13.74601;2.840988;2.559259;2.544803;2.417328;2.878771;2.029153;2.023074;2.020775
13.74701;2.841809;2.561231;2.544639;2.417821;2.879099;2.029481;2.023403;2.021267
13.74801;2.841316;2.562381;2.544968;2.417985;2.879592;2.029974;2.023567;2.021432
13.74901;2.840824;2.555974;2.543982;2.417656;2.878935;2.029645;2.023239;2.021267
13.75001;2.840659;2.558438;2.544803;2.417821;2.878935;2.029481;2.023567;2.020939
13.75101;2.841316;2.560245;2.544968;2.417492;2.878935;2.029317;2.023074;2.020775
13.75201;2.841316;2.561066;2.544968;2.417821;2.879099;2.02981;2.023074;2.021267
13.75301;2.841645;2.559424;2.545625;2.418149;2.879428;2.029645;2.023567;2.021267
13.75401;2.840988;2.560902;2.544475;2.417492;2.878771;2.029481;2.023074;2.021103
13.75501;2.841316;2.562873;2.545625;2.417656;2.879099;2.029481;2.023239;2.020939
13.75601;2.841481;2.563695;2.544475;2.417492;2.878935;2.028988;2.02291;2.020775
13.75701;2.840659;2.560409;2.543818;2.416999;2.878771;2.029153;2.022417;2.02061
13.75801;2.840495;2.562709;2.544968;2.417656;2.878935;2.028988;2.023239;2.021103
13.75901;2.840988;2.564023;2.543818;2.417656;2.878771;2.028988;2.022746;2.020775
13.76001;2.841973;2.558602;2.544803;2.417985;2.879428;2.029153;2.023239;2.021267
13.76101;2.841645;2.559752;2.544639;2.417985;2.879428;2.029153;2.023239;2.021432
13.76201;2.840988;2.561231;2.544311;2.417492;2.878935;2.028824;2.02291;2.021103
13.76301;2.841316;2.563531;2.543982;2.417985;2.879099;2.028988;2.023074;2.021267
13.76401;2.840988;2.561724;2.544475;2.417656;2.879099;2.028331;2.02291;2.021103
13.76501;2.841481;2.564516;2.545132;2.418149;2.879264;2.028824;2.023239;2.021432
13.76601;2.841481;2.56698;2.544639;2.418313;2.879756;2.029153;2.023732;2.02176
13.76701;2.841316;2.567473;2.544803;2.417985;2.879264;2.02866;2.022582;2.021103
13.76801;2.841973;2.563038;2.544968;2.417821;2.879099;2.02866;2.023239;2.021267
13.76901;2.841973;2.565173;2.544146;2.417656;2.878935;2.028167;2.022746;2.020775
13.77001;2.841645;2.567309;2.544475;2.417821;2.878935;2.028495;2.022746;2.020939
13.77101;2.841645;2.568623;2.543982;2.418149;2.878935;2.02866;2.023239;2.021267
13.77201;2.840824;2.566652;2.544311;2.417821;2.879099;2.028495;2.023074;2.020939
13.77301;2.841316;2.568952;2.544311;2.418149;2.879264;2.028824;2.02291;2.020939
13.77401;2.840824;2.570266;2.543818;2.417656;2.879264;2.028331;2.023239;2.020939
13.77501;2.840495;2.570759;2.543489;2.417328;2.878442;2.028167;2.022253;2.02061
13.77601;2.841152;2.572401;2.544639;2.418149;2.879264;2.028495;2.022746;2.021103
13.77701;2.841481;2.574701;2.544968;2.417985;2.878771;2.028331;2.022582;2.020775
13.77801;2.841316;2.576344;2.54546;2.418149;2.879428;2.028824;2.02291;2.020939
13.77901;2.841481;2.578808;2.54546;2.418478;2.879592;2.029153;2.023567;2.021596
13.78001;2.841481;2.573058;2.545132;2.417985;2.879428;2.02866;2.02291;2.020939
13.78101;2.841645;2.575194;2.544639;2.418313;2.879099;2.028824;2.023074;2.020939
13.78201;2.840824;2.576837;2.544475;2.417821;2.878606;2.028824;2.022582;2.020775
13.78301;2.841645;2.577165;2.544968;2.418149;2.879428;2.029153;2.02291;2.020939
13.78401;2.841645;2.578808;2.544475;2.418313;2.879264;2.029481;2.022746;2.021103
13.78501;2.841645;2.580779;2.543982;2.418313;2.878935;2.029645;2.022582;2.021103
13.78601;2.841809;2.582258;2.544311;2.418313;2.879428;2.02981;2.023074;2.021267
13.78701;2.840495;2.576672;2.544968;2.417985;2.878935;2.029645;2.022746;2.020775
13.78801;2.840824;2.578644;2.543653;2.417656;2.878771;2.029481;2.022417;2.020282
13.78901;2.840988;2.581108;2.544803;2.418313;2.878935;2.030302;2.02291;2.020939
13.79001;2.840824;2.582422;2.544639;2.417985;2.878935;2.030302;2.022582;2.020775
13.79101;2.841645;2.582258;2.545296;2.418313;2.879264;2.030631;2.02291;2.021432
13.79201;2.841481;2.584722;2.544968;2.418478;2.879428;2.031288;2.023239;2.021596
13.79301;2.841481;2.586036;2.544639;2.418313;2.879099;2.031288;2.022746;2.021103
13.79401;2.840824;2.587022;2.544968;2.418149;2.879428;2.031124;2.02291;2.021103
13.79501;2.840495;2.585543;2.544639;2.418149;2.878771;2.030795;2.022582;2.020775
13.79601;2.840824;2.588007;2.544639;2.418313;2.879428;2.03096;2.02291;2.020775
13.79701;2.840824;2.590636;2.545132;2.418478;2.879756;2.031781;2.023074;2.021267
13.79801;2.840988;2.589978;2.544475;2.418149;2.878935;2.031124;2.022746;2.020775
13.79901;2.840166;2.589157;2.544311;2.418313;2.879099;2.031288;2.023074;2.020939
13.80001;2.840659;2.591128;2.544311;2.418313;2.878606;2.031124;2.022582;2.02061
13.80101;2.840659;2.592443;2.544311;2.417985;2.878771;2.030795;2.022417;2.020775
13.80201;2.841645;2.593264;2.544146;2.418642;2.879099;2.031288;2.023239;2.020939
13.80301;2.841809;2.591128;2.544146;2.418478;2.879099;2.031124;2.023239;2.020775
13.80401;2.841645;2.593592;2.544311;2.418806;2.879264;2.031452;2.023403;2.021267
13.80501;2.841809;2.595071;2.544639;2.418642;2.879428;2.031452;2.023567;2.021432
13.80601;2.840988;2.59425;2.544311;2.418478;2.878935;2.030795;2.023403;2.020939
13.80701;2.841645;2.593757;2.544639;2.418642;2.878935;2.03096;2.023896;2.021267
13.80801;2.840988;2.595564;2.544311;2.418313;2.878935;2.030467;2.023074;2.020446
13.80901;2.841316;2.596878;2.543982;2.418478;2.879428;2.03096;2.023567;2.020939
